,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
1471,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２１１號十一樓之１,16.92,住,,,1081026,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,137.4,3,2,2,有,有,9920000,75994,坡道平面,23.97,1300000,預售屋、或土地及建物分件登記案件；,RPPQPLQJKHHGFBB67DA,67.72,0.0,7.91,有,
1472,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２１１號十一樓之６,12.08,住,,,1080713,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,100.91,2,1,1,有,有,6780000,72524,坡道平面,23.97,1200000,預售屋、或土地及建物分件登記案件；,RPSQPLQJKHHGFBB97DA,46.11,0.0,5.32,有,
1473,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２１１號十一樓之７,16.92,住,,,1080928,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,137.09,3,2,2,有,有,9680000,74081,坡道平面,23.97,1300000,預售屋、或土地及建物分件登記案件；,RPTQPLQJKHHGFBB08DA,67.72,0.0,7.91,有,
1474,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０１號十二樓之２,28.15,住,,,1080817,土地1建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,232.41,4,2,2,有,有,16280000,75243,坡道平面,47.94,2400000,預售屋、或土地及建物分件登記案件；,RPVQPLQJKHHGFBB28DA,111.04,0.0,12.28,有,
1475,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０１號十二樓之３,24.24,住,,,1081016,土地1建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,203.39,4,2,2,有,有,14380000,74493,坡道平面,47.94,2800000,1.讓渡日期:110年06月14日2.轉售價格:15550000元正預售屋、或土地及建物分件登記案件；,RPWQPLQJKHHGFBB38DA,93.96,0.0,9.86,有,
1476,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０１號十二樓之５,22.54,住,,,1081209,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,179.28,4,2,2,有,有,13130000,75526,坡道平面,23.97,1400000,預售屋、或土地及建物分件登記案件；,RPXQPLQJKHHGFBB48DA,93.77,0.0,9.91,有,
1477,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０３號十二樓之１,18.96,住,,,1080828,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,152.51,3,2,2,有,有,10750000,72740,坡道平面,23.97,1400000,1.讓渡日期:110年07月02日2.轉售價格:11000000元正預售屋、或土地及建物分件登記案件；,RPORPLQJKHHGFBB67DA,76.67,0.0,9.16,有,
1478,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０３號十二樓之２,17.69,住,,,1090106,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,143.13,3,2,2,有,有,10160000,73515,坡道平面,23.97,1400000,1.讓渡日期:109年12月08日2.轉售價格:10720000元正預售屋、或土地及建物分件登記案件；,RPPRPLQJKHHGFBB77DA,72.65,0.0,6.87,有,
1479,北屯區,房地(土地+建物),臺中市北屯區敦富路２０３號十二樓之３,10.38,住,,,1080730,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,77.0,2,1,1,有,有,5790000,75195,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQRPLQJKHHGFBB87DA,46.17,0.0,5.32,有,
1480,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０３號十二樓之５,15.22,住,,,1080726,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,124.5,3,2,2,有,有,8800000,74605,坡道平面,23.97,1300000,預售屋、或土地及建物分件登記案件；,RPRRPLQJKHHGFBB97DA,62.03,0.0,5.0,有,
1481,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０３號十二樓之６,15.99,住,,,1080826,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,130.37,3,2,2,有,有,9280000,75000,坡道平面,23.97,1300000,預售屋、或土地及建物分件登記案件；,RPSRPLQJKHHGFBB08DA,66.06,0.0,5.0,有,
1482,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０３號十二樓之７,12.08,住,,,1080809,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,100.91,2,1,1,有,有,6720000,71744,坡道平面,23.97,1200000,,RPTRPLQJKHHGFBB18DA,46.11,0.0,5.32,有,
1483,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０５號十二樓之１,16.92,住,,,1080828,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,137.4,3,2,2,有,有,9180000,70352,坡道平面,23.97,1200000,1.讓渡日期:110年07月08日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPURPLQJKHHGFBB28DA,67.72,0.0,7.91,有,
1484,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０５號十二樓之２,12.08,住,,,1080627,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,100.91,2,1,1,有,有,6600000,70185,坡道平面,23.97,1200000,預售屋、或土地及建物分件登記案件；,RPVRPLQJKHHGFBB38DA,46.11,0.0,5.32,有,
1485,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０５號十二樓之３,16.84,住,,,1080612,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,137.51,3,2,2,有,有,9220000,70636,坡道平面,23.97,1200000,1.讓渡日期:110年05月26日2.轉售價格:11100000元正預售屋、或土地及建物分件登記案件；,RPWRPLQJKHHGFBB48DA,67.83,0.0,7.91,有,
1486,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０５號十二樓之５,16.92,住,,,1080919,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,137.48,3,2,2,有,有,8910000,66162,坡道平面,23.97,1400000,1.讓渡日期:109年11月02日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPXRPLQJKHHGFBB58DA,67.8,0.0,7.91,有,
1487,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０５號十二樓之６,12.08,住,,,1080604,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,100.97,2,1,1,有,有,6580000,68571,坡道平面,23.97,1300000,預售屋、或土地及建物分件登記案件；,RPOSPLQJKHHGFBB77DA,46.17,0.0,5.32,有,
1488,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０５號十二樓之７,16.92,住,,,1080905,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,137.09,3,2,2,有,有,9040000,69307,坡道平面,23.97,1200000,1.讓渡日期:110年06月24日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPPSPLQJKHHGFBB87DA,67.72,0.0,7.91,有,
1489,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０７號十二樓之１,16.92,住,,,1080906,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,137.4,3,2,2,有,有,9350000,70969,坡道平面,23.97,1300000,1.讓渡日期:110年02月22日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPQSPLQJKHHGFBB97DA,67.72,0.0,7.91,有,
1490,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０７號十二樓之２,12.08,住,,,1080604,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,101.18,2,1,1,有,有,6610000,70069,坡道平面,23.97,1200000,1.讓渡日期:109年01月06日2.轉售價格:7300000元正預售屋、或土地及建物分件登記案件；,RPRSPLQJKHHGFBB08DA,46.08,0.0,5.32,有,
1491,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０７號十二樓之５,16.92,住,,,1081026,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,137.09,3,2,2,有,有,9300000,70721,坡道平面,23.97,1300000,預售屋、或土地及建物分件登記案件；,RPSSPLQJKHHGFBB18DA,67.72,0.0,7.91,有,
1492,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０７號十二樓之６,17.01,住,,,1080923,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,138.38,3,2,2,有,有,9230000,69312,坡道平面,23.97,1300000,1.讓渡日期:110年04月29日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPTSPLQJKHHGFBB28DA,68.4,0.0,7.91,有,
1493,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０７號十二樓之７,12.25,住,,,1080601,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,102.43,2,1,1,有,有,6740000,69335,坡道平面,23.97,1300000,預售屋、或土地及建物分件登記案件；,RPUSPLQJKHHGFBB38DA,47.02,0.0,5.32,有,
1494,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２１１號九樓之２,12.08,住,,,1081001,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,100.97,2,1,1,有,有,6600000,69481,坡道平面,23.97,1250000,1.讓渡日期:110年07月21日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPQTOLQJKHHGFBB97DA,46.17,0.0,5.32,有,
1495,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０１號七樓之１,26.45,住,,,1080806,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,208.44,4,2,2,有,有,15190000,75297,坡道平面,23.97,1300000,預售屋、或土地及建物分件登記案件；,RPOTNLQJKHHGFBB67DA,111.04,0.0,12.28,有,
1496,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０１號五樓之１,26.45,住,,,1080831,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,208.44,4,2,2,有,有,15200000,74809,坡道平面,23.97,1400000,1.讓渡日期:110年07月24日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPXVMLQJKHHGFBB68DA,111.04,0.0,12.28,有,
1497,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０３號五樓之５,15.22,住,,,1080730,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,124.5,3,2,2,有,有,8620000,72814,坡道平面,23.97,1300000,1.讓渡日期:110年01月18日2.轉售價格:9500000元正預售屋、或土地及建物分件登記案件；,RPUWMLQJKHHGFBB48DA,62.03,0.0,5.0,有,
1499,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０５號十樓之１,16.92,住,,,1080612,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,137.4,3,2,2,有,有,9150000,70087,坡道平面,23.97,1200000,1.讓渡日期:110年07月14日2.轉售價格:10500000元正預售屋、或土地及建物分件登記案件；,RPVUOLQJKHHGFBB58DA,67.72,0.0,7.91,有,
1500,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０１號十三樓之２,28.15,住,,,1081026,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,232.41,4,2,2,有,有,16790000,75839,坡道平面,47.94,2800000,1.讓渡日期:110年07月27日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPVOMLTJKHHGFBB08DA,111.04,0.0,12.28,有,
1501,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０３號十三樓之７,12.08,住,,,1080809,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,100.91,2,1,1,有,有,6750000,72134,坡道平面,23.97,1200000,1.讓渡日期:109年12月13日2.轉售價格:7200000元正預售屋、或土地及建物分件登記案件；,RPWOMLTJKHHGFBB18DA,46.11,0.0,5.32,有,
1502,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０５號十樓之６,12.08,住,,,1080531,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,100.97,2,1,1,有,有,6360000,68312,坡道平面,23.97,1100000,1.讓渡日期:109年12月23日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPOVOLQJKHHGFBB97DA,46.17,0.0,5.32,有,
1503,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０５號十樓之７,16.92,住,,,1080609,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,137.09,3,2,2,有,有,9030000,69219,坡道平面,23.97,1200000,預售屋、或土地及建物分件登記案件；,RPPVOLQJKHHGFBB08DA,67.72,0.0,7.91,有,
1504,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０１號五樓之５,22.54,住,,,1080831,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,179.28,4,2,2,有,有,12800000,73402,坡道平面,23.97,1400000,1.讓渡日期:110年07月24日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPQWMLQJKHHGFBB08DA,93.77,0.0,9.91,有,
1509,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路２０９號十三樓之５,16.92,住,,,1080920,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,137.09,3,2,2,有,有,9750000,74699,坡道平面,23.97,1300000,1.讓渡日期:110年04月16日2.轉售價格:10400000元正預售屋、或土地及建物分件登記案件；,RPUNMLKLKHHGFBB17DA,67.72,0.0,7.91,有,
1511,北屯區,房地(土地+建物)+車位,臺中市北屯區河北三街１７號四樓之２,24.71,商,,,1110211,土地1建物1車位2,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010630,257.04,4,2,2,有,有,22000000,85590,坡道平面,0.0,0,,RPTUMLRKKHHGFBB38DA,111.69,7.99,12.22,有,
1512,北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段９９號二十二樓之１,16.4,商,,,1101216,土地1建物1車位2,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041105,238.41,3,2,2,有,有,26020000,109140,坡道平面,47.18,0,,RPURMLPLKHHGFBB08DA,111.2,5.19,13.62,有,
1513,北區,房地(土地+建物),臺中市北區忠太東路１１９號１５樓之２２,2.58,住,,,1110304,土地1建物1車位0,十五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840607,30.169999999999998,1,0,1,有,有,1960000,64965,,0.0,0,,RPOQMLSJLHHGFBB57DA,16.04,0.0,3.04,有,
1516,北屯區,房地(土地+建物)+車位,臺中市北屯區文昌東十一街４７號９樓之４,31.23,住,,,1110216,土地1建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800130,287.86,4,2,3,有,有,18800000,65897,坡道平面,29.88,1800000,,RPOPMLRJLHHGFBB37DA,222.06,4.03,24.83,有,
1519,北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段３９９號五樓之３,17.58,住,,,1110214,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040416,122.22,2,2,1,有,有,10700000,87547,坡道機械,0.0,0,,RPQRMLOKLHHGFBB57DA,60.44,2.42,7.49,有,
1520,北區,房地(土地+建物)+車位,臺中市北區中清路一段７２６巷１７號四樓之５,21.89,住,,,1110301,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0791024,154.47,3,2,2,有,有,10250000,66356,坡道機械,0.0,0,陽台外推；,RPUNMLOKLHHGFBB57DA,96.24,0.61,13.0,有,104.0
1521,北屯區,房地(土地+建物),臺中市北屯區天津路四段３０３號４樓之３,3.39,商,,,1110301,土地1建物1車位0,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840626,52.739999999999995,1,1,1,有,有,4400000,83428,,0.0,0,,RPRRMLKKLHHGFBB27DA,32.25,0.0,2.0,有,
1528,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路８９２號十樓之５,13.67,住,,,1110125,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101008,120.25999999999999,2,2,1,有,有,10500000,87311,坡道平面,0.0,0,,RPSPMLSKLHHGFBB97DA,55.85,5.02,4.41,有,108.0
1531,西屯區,房地(土地+建物)+車位,臺中市西屯區永福路６０號五樓之２０,14.9,住,,,1110119,土地2建物1車位1,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830106,126.32,3,2,2,有,有,9380000,74256,坡道機械,0.0,0,,RPURMLPKKHHGFCB08DA,99.39,0.0,10.89,有,110.0
1532,西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段５９０號六樓之１５,23.34,商,,,1110119,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991021,334.08,3,2,3,有,有,28880000,86446,坡道平面,28.12,0,,RPPPMLRJKHHGFCB47DA,180.03,0.0,29.26,有,
